uid,area,outages,customers,percent_out,dt_stamp
Harford2023-02-22T14:00:41,Harford,0,113312,0.00,02/22/2023 02:00:41 PM
Baltimore_City2023-02-26T08:45:34,Baltimore City,0,281977,0.00,02/26/2023 08:45:34 AM
Calvert2023-02-26T08:45:34,Calvert,0,41830,0.00,02/26/2023 08:45:34 AM
Caroline2023-02-26T08:45:34,Caroline,0,16241,0.00,02/26/2023 08:45:34 AM
Carroll2023-02-26T08:45:34,Carroll,19,76245,0.02,02/26/2023 08:45:34 AM
Cecil2023-02-26T08:45:34,Cecil,0,50237,0.00,02/26/2023 08:45:34 AM
Charles2023-02-26T08:45:34,Charles,1,70724,0.00,02/26/2023 08:45:34 AM
Dorchester2023-02-26T08:45:34,Dorchester,0,19781,0.00,02/26/2023 08:45:34 AM
Frederick2023-02-26T08:45:34,Frederick,0,116399,0.00,02/26/2023 08:45:34 AM
Garrett2023-02-26T08:45:34,Garrett,0,20466,0.00,02/26/2023 08:45:34 AM
Harford2023-02-26T08:45:34,Harford,0,113318,0.00,02/26/2023 08:45:34 AM
Howard2023-02-26T08:45:34,Howard,0,136890,0.00,02/26/2023 08:45:34 AM
Kent2023-02-26T08:45:34,Kent,0,12300,0.00,02/26/2023 08:45:34 AM
Baltimore2023-02-18T09:00:36,Baltimore,19,375732,0.01,02/18/2023 09:00:36 AM
Baltimore_City2023-02-18T09:00:36,Baltimore City,115,281705,0.04,02/18/2023 09:00:36 AM
Calvert2023-02-18T09:00:36,Calvert,0,41821,0.00,02/18/2023 09:00:36 AM
Montgomery2023-02-26T08:45:34,Montgomery,0,382870,0.00,02/26/2023 08:45:34 AM
Anne_Arundel2023-02-16T02:30:34,Anne Arundel,4,259936,0.00,02/16/2023 02:30:34 AM
Baltimore2023-02-16T02:30:34,Baltimore,4,375666,0.00,02/16/2023 02:30:34 AM
Baltimore_City2023-02-16T02:30:34,Baltimore City,0,281679,0.00,02/16/2023 02:30:34 AM
Calvert2023-02-16T02:30:34,Calvert,0,41820,0.00,02/16/2023 02:30:34 AM
Caroline2023-02-16T02:30:34,Caroline,0,16241,0.00,02/16/2023 02:30:34 AM
Carroll2023-02-16T02:30:34,Carroll,0,76230,0.00,02/16/2023 02:30:34 AM
Cecil2023-02-16T02:30:34,Cecil,0,50237,0.00,02/16/2023 02:30:34 AM
Charles2023-02-16T02:30:34,Charles,50,70731,0.07,02/16/2023 02:30:34 AM
Dorchester2023-02-16T02:30:34,Dorchester,0,19785,0.00,02/16/2023 02:30:34 AM
Frederick2023-02-16T02:30:34,Frederick,0,116399,0.00,02/16/2023 02:30:34 AM
Anne_Arundel2023-02-14T10:45:38,Anne Arundel,4,259981,0.00,02/14/2023 10:45:38 AM
Baltimore2023-02-14T10:45:38,Baltimore,81,375675,0.02,02/14/2023 10:45:38 AM
Baltimore_City2023-02-14T10:45:38,Baltimore City,217,281477,0.08,02/14/2023 10:45:38 AM
Calvert2023-02-14T10:45:38,Calvert,2,41818,0.00,02/14/2023 10:45:38 AM
Allegany2023-02-16T06:45:36,Allegany,0,37532,0.00,02/16/2023 06:45:36 AM
Anne_Arundel2023-02-16T06:45:36,Anne Arundel,4,259936,0.00,02/16/2023 06:45:36 AM
Dorchester2023-02-20T12:15:35,Dorchester,0,19784,0.00,02/20/2023 12:15:35 PM
Frederick2023-02-20T12:15:35,Frederick,1,116399,0.00,02/20/2023 12:15:35 PM
Prince_George's2023-02-26T08:45:34,Prince George's,0,347865,0.00,02/26/2023 08:45:34 AM
Baltimore2023-02-16T06:45:36,Baltimore,4,375666,0.00,02/16/2023 06:45:36 AM
Baltimore_City2023-02-16T06:45:36,Baltimore City,4,281679,0.00,02/16/2023 06:45:36 AM
Calvert2023-02-16T06:45:36,Calvert,0,41820,0.00,02/16/2023 06:45:36 AM
Caroline2023-02-16T06:45:36,Caroline,0,16249,0.00,02/16/2023 06:45:36 AM
Garrett2023-02-20T12:15:35,Garrett,1,20466,0.00,02/20/2023 12:15:35 PM
Harford2023-02-20T12:15:35,Harford,4,113307,0.00,02/20/2023 12:15:35 PM
Howard2023-02-20T12:15:35,Howard,0,136860,0.00,02/20/2023 12:15:35 PM
Howard2023-02-22T14:00:41,Howard,4,136870,0.00,02/22/2023 02:00:41 PM
Kent2023-02-22T14:00:41,Kent,0,12298,0.00,02/22/2023 02:00:41 PM
Montgomery2023-02-22T14:00:41,Montgomery,5,382961,0.00,02/22/2023 02:00:41 PM
Prince_George's2023-02-22T14:00:41,Prince George's,47,347810,0.01,02/22/2023 02:00:41 PM
Queen_Anne's2023-02-22T14:00:41,Queen Anne's,0,27198,0.00,02/22/2023 02:00:41 PM
Somerset2023-02-22T14:00:41,Somerset,0,11427,0.00,02/22/2023 02:00:41 PM
Queen_Anne's2023-02-26T08:45:34,Queen Anne's,0,27211,0.00,02/26/2023 08:45:34 AM
Somerset2023-02-26T08:45:34,Somerset,0,11440,0.00,02/26/2023 08:45:34 AM
St._Mary's2023-02-26T08:45:34,St. Mary's,2,55803,0.00,02/26/2023 08:45:34 AM
Talbot2023-02-26T08:45:34,Talbot,0,23602,0.00,02/26/2023 08:45:34 AM
Washington2023-02-26T08:45:34,Washington,0,54073,0.00,02/26/2023 08:45:34 AM
Wicomico2023-02-26T08:45:34,Wicomico,1,49910,0.00,02/26/2023 08:45:34 AM
Worcester2023-02-26T08:45:34,Worcester,0,59681,0.00,02/26/2023 08:45:34 AM
Carroll2023-02-16T06:45:36,Carroll,0,76230,0.00,02/16/2023 06:45:36 AM
Cecil2023-02-16T06:45:36,Cecil,0,50238,0.00,02/16/2023 06:45:36 AM
Charles2023-02-16T06:45:36,Charles,0,70731,0.00,02/16/2023 06:45:36 AM
Dorchester2023-02-16T06:45:36,Dorchester,0,19787,0.00,02/16/2023 06:45:36 AM
St._Mary's2023-02-22T14:00:41,St. Mary's,0,55824,0.00,02/22/2023 02:00:41 PM
Talbot2023-02-22T14:00:41,Talbot,0,23608,0.00,02/22/2023 02:00:41 PM
Washington2023-02-22T14:00:41,Washington,0,54073,0.00,02/22/2023 02:00:41 PM
Wicomico2023-02-22T14:00:41,Wicomico,0,49862,0.00,02/22/2023 02:00:41 PM
Worcester2023-02-22T14:00:41,Worcester,2,59646,0.00,02/22/2023 02:00:41 PM
Baltimore_City2023-02-24T09:30:37,Baltimore City,169,281881,0.06,02/24/2023 09:30:37 AM
Calvert2023-02-24T09:30:37,Calvert,1,41823,0.00,02/24/2023 09:30:37 AM
Caroline2023-02-24T09:30:37,Caroline,178,16242,1.10,02/24/2023 09:30:37 AM
Carroll2023-02-24T09:30:37,Carroll,0,76245,0.00,02/24/2023 09:30:37 AM
Cecil2023-02-24T09:30:37,Cecil,0,50238,0.00,02/24/2023 09:30:37 AM
Charles2023-02-24T09:30:37,Charles,12,70731,0.02,02/24/2023 09:30:37 AM
Dorchester2023-02-24T09:30:37,Dorchester,0,19779,0.00,02/24/2023 09:30:37 AM
Dorchester2023-02-28T08:00:40,Dorchester,0,19781,0.00,02/28/2023 08:00:40 AM
Frederick2023-02-16T06:45:36,Frederick,0,116399,0.00,02/16/2023 06:45:36 AM
Garrett2023-02-16T06:45:36,Garrett,0,20466,0.00,02/16/2023 06:45:36 AM
Harford2023-02-16T06:45:36,Harford,0,113304,0.00,02/16/2023 06:45:36 AM
Howard2023-02-16T06:45:36,Howard,0,137509,0.00,02/16/2023 06:45:36 AM
Kent2023-02-16T06:45:36,Kent,0,12297,0.00,02/16/2023 06:45:36 AM
Montgomery2023-02-16T06:45:36,Montgomery,0,382964,0.00,02/16/2023 06:45:36 AM
Frederick2023-02-24T09:30:37,Frederick,1,116399,0.00,02/24/2023 09:30:37 AM
Garrett2023-02-24T09:30:37,Garrett,0,20466,0.00,02/24/2023 09:30:37 AM
Harford2023-02-24T09:30:37,Harford,4,113318,0.00,02/24/2023 09:30:37 AM
Howard2023-02-24T09:30:37,Howard,0,136887,0.00,02/24/2023 09:30:37 AM
Kent2023-02-24T09:30:37,Kent,2,12303,0.02,02/24/2023 09:30:37 AM
Montgomery2023-02-24T09:30:37,Montgomery,5,382945,0.00,02/24/2023 09:30:37 AM
Prince_George's2023-02-24T09:30:37,Prince George's,21,347824,0.01,02/24/2023 09:30:37 AM
Queen_Anne's2023-02-24T09:30:37,Queen Anne's,0,27195,0.00,02/24/2023 09:30:37 AM
Somerset2023-02-24T09:30:37,Somerset,0,11435,0.00,02/24/2023 09:30:37 AM
Caroline2023-02-14T10:45:38,Caroline,1,16243,0.01,02/14/2023 10:45:38 AM
Carroll2023-02-14T10:45:38,Carroll,0,76220,0.00,02/14/2023 10:45:38 AM
Cecil2023-02-14T10:45:38,Cecil,0,50232,0.00,02/14/2023 10:45:38 AM
Charles2023-02-14T10:45:38,Charles,0,70731,0.00,02/14/2023 10:45:38 AM
Dorchester2023-02-14T10:45:38,Dorchester,0,19786,0.00,02/14/2023 10:45:38 AM
Frederick2023-02-14T10:45:38,Frederick,1,116320,0.00,02/14/2023 10:45:38 AM
Garrett2023-02-14T10:45:38,Garrett,0,20466,0.00,02/14/2023 10:45:38 AM
Harford2023-02-14T10:45:38,Harford,4,113302,0.00,02/14/2023 10:45:38 AM
Howard2023-02-14T10:45:38,Howard,0,137526,0.00,02/14/2023 10:45:38 AM
Kent2023-02-14T10:45:38,Kent,0,12296,0.00,02/14/2023 10:45:38 AM
Montgomery2023-02-14T10:45:38,Montgomery,32,382984,0.01,02/14/2023 10:45:38 AM
Prince_George's2023-02-14T10:45:38,Prince George's,10,347787,0.00,02/14/2023 10:45:38 AM
Queen_Anne's2023-02-14T10:45:38,Queen Anne's,0,27187,0.00,02/14/2023 10:45:38 AM
Somerset2023-02-14T10:45:38,Somerset,0,11419,0.00,02/14/2023 10:45:38 AM
St._Mary's2023-02-14T10:45:38,St. Mary's,0,55824,0.00,02/14/2023 10:45:38 AM
Talbot2023-02-14T10:45:38,Talbot,17,23605,0.07,02/14/2023 10:45:38 AM
Washington2023-02-14T10:45:38,Washington,1,54074,0.00,02/14/2023 10:45:38 AM
Wicomico2023-02-14T10:45:38,Wicomico,0,49829,0.00,02/14/2023 10:45:38 AM
Worcester2023-02-14T10:45:38,Worcester,15,59661,0.03,02/14/2023 10:45:38 AM
Kent2023-02-20T12:15:35,Kent,0,12299,0.00,02/20/2023 12:15:35 PM
Montgomery2023-02-20T12:15:35,Montgomery,11,382965,0.00,02/20/2023 12:15:35 PM
Prince_George's2023-02-20T12:15:35,Prince George's,30,347801,0.01,02/20/2023 12:15:35 PM
Queen_Anne's2023-02-20T12:15:35,Queen Anne's,4,27199,0.01,02/20/2023 12:15:35 PM
Garrett2023-02-16T02:30:34,Garrett,0,20466,0.00,02/16/2023 02:30:34 AM
Harford2023-02-16T02:30:34,Harford,0,113304,0.00,02/16/2023 02:30:34 AM
Howard2023-02-16T02:30:34,Howard,0,137509,0.00,02/16/2023 02:30:34 AM
Kent2023-02-16T02:30:34,Kent,0,12295,0.00,02/16/2023 02:30:34 AM
Montgomery2023-02-16T02:30:34,Montgomery,0,382964,0.00,02/16/2023 02:30:34 AM
Somerset2023-02-20T12:15:35,Somerset,1,11430,0.01,02/20/2023 12:15:35 PM
St._Mary's2023-02-20T12:15:35,St. Mary's,3,55824,0.01,02/20/2023 12:15:35 PM
Talbot2023-02-20T12:15:35,Talbot,5,23603,0.02,02/20/2023 12:15:35 PM
Washington2023-02-20T12:15:35,Washington,0,54074,0.00,02/20/2023 12:15:35 PM
Wicomico2023-02-20T12:15:35,Wicomico,6,49880,0.01,02/20/2023 12:15:35 PM
Worcester2023-02-20T12:15:35,Worcester,1,59651,0.00,02/20/2023 12:15:35 PM
Allegany2023-02-20T12:30:33,Allegany,1,37531,0.00,02/20/2023 12:30:33 PM
Anne_Arundel2023-02-20T12:30:33,Anne Arundel,6,259986,0.00,02/20/2023 12:30:33 PM
Baltimore2023-02-20T12:30:33,Baltimore,55,375742,0.01,02/20/2023 12:30:33 PM
Baltimore_City2023-02-20T12:30:33,Baltimore City,4,281733,0.00,02/20/2023 12:30:33 PM
Calvert2023-02-20T12:30:33,Calvert,0,41821,0.00,02/20/2023 12:30:33 PM
Caroline2023-02-20T12:30:33,Caroline,18,16240,0.11,02/20/2023 12:30:33 PM
Carroll2023-02-20T12:30:33,Carroll,0,76237,0.00,02/20/2023 12:30:33 PM
Cecil2023-02-20T12:30:33,Cecil,4,50236,0.01,02/20/2023 12:30:33 PM
Allegany2023-02-22T14:15:36,Allegany,0,37533,0.00,02/22/2023 02:15:36 PM
Anne_Arundel2023-02-22T14:15:36,Anne Arundel,0,260006,0.00,02/22/2023 02:15:36 PM
Baltimore2023-02-22T14:15:36,Baltimore,4,375749,0.00,02/22/2023 02:15:36 PM
Baltimore_City2023-02-22T14:15:36,Baltimore City,4,281685,0.00,02/22/2023 02:15:36 PM
Allegany2023-02-26T09:00:34,Allegany,0,37530,0.00,02/26/2023 09:00:34 AM
Allegany2023-03-02T13:30:34,Allegany,1,37530,0.00,03/02/2023 01:30:34 PM
Anne_Arundel2023-03-02T13:30:34,Anne Arundel,0,260082,0.00,03/02/2023 01:30:34 PM
Baltimore2023-03-02T13:30:34,Baltimore,4,376048,0.00,03/02/2023 01:30:34 PM
Baltimore_City2023-03-02T13:30:34,Baltimore City,29,282255,0.01,03/02/2023 01:30:34 PM
Calvert2023-03-02T13:30:34,Calvert,0,41831,0.00,03/02/2023 01:30:34 PM
Caroline2023-03-02T13:30:34,Caroline,1,16231,0.01,03/02/2023 01:30:34 PM
Carroll2023-03-02T13:30:34,Carroll,0,76259,0.00,03/02/2023 01:30:34 PM
Allegany2023-02-24T14:00:41,Allegany,0,37530,0.00,02/24/2023 02:00:41 PM
Anne_Arundel2023-02-24T14:00:41,Anne Arundel,4,260049,0.00,02/24/2023 02:00:41 PM
Baltimore2023-02-24T14:00:41,Baltimore,7,375809,0.00,02/24/2023 02:00:41 PM
Cecil2023-03-02T13:30:34,Cecil,38,50230,0.08,03/02/2023 01:30:34 PM
Charles2023-03-02T13:30:34,Charles,0,70724,0.00,03/02/2023 01:30:34 PM
Dorchester2023-03-02T13:30:34,Dorchester,0,19766,0.00,03/02/2023 01:30:34 PM
Prince_George's2023-02-16T02:30:34,Prince George's,8,347782,0.00,02/16/2023 02:30:34 AM
Charles2023-02-20T12:30:33,Charles,2,70731,0.00,02/20/2023 12:30:33 PM
Dorchester2023-02-20T12:30:33,Dorchester,0,19783,0.00,02/20/2023 12:30:33 PM
Frederick2023-02-20T12:30:33,Frederick,1,116399,0.00,02/20/2023 12:30:33 PM
Anne_Arundel2023-02-26T09:00:34,Anne Arundel,0,260037,0.00,02/26/2023 09:00:34 AM
Baltimore2023-02-26T09:00:34,Baltimore,54,375845,0.01,02/26/2023 09:00:34 AM
Baltimore_City2023-02-26T09:00:34,Baltimore City,0,281977,0.00,02/26/2023 09:00:34 AM
Calvert2023-02-26T09:00:34,Calvert,0,41830,0.00,02/26/2023 09:00:34 AM
Caroline2023-02-26T09:00:34,Caroline,0,16241,0.00,02/26/2023 09:00:34 AM
Carroll2023-02-26T09:00:34,Carroll,19,76245,0.02,02/26/2023 09:00:34 AM
Cecil2023-02-26T09:00:34,Cecil,0,50237,0.00,02/26/2023 09:00:34 AM
Charles2023-02-26T09:00:34,Charles,1,70724,0.00,02/26/2023 09:00:34 AM
Dorchester2023-02-26T09:00:34,Dorchester,0,19781,0.00,02/26/2023 09:00:34 AM
Frederick2023-02-26T09:00:34,Frederick,0,116399,0.00,02/26/2023 09:00:34 AM
Garrett2023-02-26T09:00:34,Garrett,0,20466,0.00,02/26/2023 09:00:34 AM
Harford2023-02-26T09:00:34,Harford,0,113318,0.00,02/26/2023 09:00:34 AM
Howard2023-02-26T09:00:34,Howard,0,136890,0.00,02/26/2023 09:00:34 AM
Allegany2023-02-14T11:00:41,Allegany,1,37533,0.00,02/14/2023 11:00:41 AM
Anne_Arundel2023-02-14T11:00:41,Anne Arundel,5,259981,0.00,02/14/2023 11:00:41 AM
Baltimore2023-02-14T11:00:41,Baltimore,80,375675,0.02,02/14/2023 11:00:41 AM
Baltimore_City2023-02-14T11:00:41,Baltimore City,210,281477,0.07,02/14/2023 11:00:41 AM
Calvert2023-02-14T11:00:41,Calvert,2,41818,0.00,02/14/2023 11:00:41 AM
Caroline2023-02-14T11:00:41,Caroline,1,16243,0.01,02/14/2023 11:00:41 AM
Carroll2023-02-14T11:00:41,Carroll,0,76220,0.00,02/14/2023 11:00:41 AM
Cecil2023-02-14T11:00:41,Cecil,0,50232,0.00,02/14/2023 11:00:41 AM
Prince_George's2023-02-16T06:45:36,Prince George's,4,347782,0.00,02/16/2023 06:45:36 AM
Frederick2023-03-02T13:30:34,Frederick,0,116375,0.00,03/02/2023 01:30:34 PM
Garrett2023-03-02T13:30:34,Garrett,0,20464,0.00,03/02/2023 01:30:34 PM
Harford2023-03-02T13:30:34,Harford,4,113327,0.00,03/02/2023 01:30:34 PM
Howard2023-03-02T13:30:34,Howard,0,136933,0.00,03/02/2023 01:30:34 PM
Kent2023-03-02T13:30:34,Kent,0,12297,0.00,03/02/2023 01:30:34 PM
Montgomery2023-03-02T13:30:34,Montgomery,25,382897,0.01,03/02/2023 01:30:34 PM
Prince_George's2023-03-02T13:30:34,Prince George's,4,347870,0.00,03/02/2023 01:30:34 PM
Queen_Anne's2023-03-02T13:30:34,Queen Anne's,0,27200,0.00,03/02/2023 01:30:34 PM
Somerset2023-03-02T13:30:34,Somerset,0,11433,0.00,03/02/2023 01:30:34 PM
St._Mary's2023-03-02T13:30:34,St. Mary's,1,55803,0.00,03/02/2023 01:30:34 PM
Talbot2023-03-02T13:30:34,Talbot,0,23584,0.00,03/02/2023 01:30:34 PM
Washington2023-03-02T13:30:34,Washington,45,54068,0.08,03/02/2023 01:30:34 PM
Wicomico2023-03-02T13:30:34,Wicomico,7,49899,0.01,03/02/2023 01:30:34 PM
Calvert2023-02-22T14:15:36,Calvert,4,41821,0.01,02/22/2023 02:15:36 PM
Kent2023-02-26T09:00:34,Kent,0,12300,0.00,02/26/2023 09:00:34 AM
Worcester2023-03-02T13:30:34,Worcester,1,59672,0.00,03/02/2023 01:30:34 PM
Charles2023-02-14T11:00:41,Charles,0,70731,0.00,02/14/2023 11:00:41 AM
Dorchester2023-02-14T11:00:41,Dorchester,0,19786,0.00,02/14/2023 11:00:41 AM
Queen_Anne's2023-02-16T06:45:36,Queen Anne's,0,27194,0.00,02/16/2023 06:45:36 AM
Caroline2023-02-18T09:00:36,Caroline,0,16248,0.00,02/18/2023 09:00:36 AM
Carroll2023-02-18T09:00:36,Carroll,0,76232,0.00,02/18/2023 09:00:36 AM
Garrett2023-02-20T12:30:33,Garrett,1,20466,0.00,02/20/2023 12:30:33 PM
Caroline2023-02-22T14:15:36,Caroline,0,16234,0.00,02/22/2023 02:15:36 PM
Cecil2023-02-18T09:00:36,Cecil,28,50234,0.06,02/18/2023 09:00:36 AM
Carroll2023-02-22T14:15:36,Carroll,0,76236,0.00,02/22/2023 02:15:36 PM
Cecil2023-02-22T14:15:36,Cecil,0,50237,0.00,02/22/2023 02:15:36 PM
Charles2023-02-22T14:15:36,Charles,7,70731,0.01,02/22/2023 02:15:36 PM
Dorchester2023-02-22T14:15:36,Dorchester,0,19780,0.00,02/22/2023 02:15:36 PM
Frederick2023-02-22T14:15:36,Frederick,0,116399,0.00,02/22/2023 02:15:36 PM
Garrett2023-02-22T14:15:36,Garrett,0,20466,0.00,02/22/2023 02:15:36 PM
Harford2023-02-22T14:15:36,Harford,0,113312,0.00,02/22/2023 02:15:36 PM
Charles2023-02-18T09:00:36,Charles,0,70731,0.00,02/18/2023 09:00:36 AM
Dorchester2023-02-18T09:00:36,Dorchester,0,19789,0.00,02/18/2023 09:00:36 AM
Frederick2023-02-18T09:00:36,Frederick,9,116399,0.01,02/18/2023 09:00:36 AM
Somerset2023-02-16T06:45:36,Somerset,0,11433,0.00,02/16/2023 06:45:36 AM
St._Mary's2023-02-16T06:45:36,St. Mary's,2,55824,0.00,02/16/2023 06:45:36 AM
Talbot2023-02-16T06:45:36,Talbot,0,23608,0.00,02/16/2023 06:45:36 AM
Washington2023-02-16T06:45:36,Washington,0,54074,0.00,02/16/2023 06:45:36 AM
Wicomico2023-02-16T06:45:36,Wicomico,0,49833,0.00,02/16/2023 06:45:36 AM
Harford2023-02-20T12:30:33,Harford,4,113307,0.00,02/20/2023 12:30:33 PM
Howard2023-02-20T12:30:33,Howard,0,136860,0.00,02/20/2023 12:30:33 PM
Allegany2023-02-12T11:00:35,Allegany,0,37525,0.00,02/12/2023 11:00:35 AM
Anne_Arundel2023-02-12T11:00:35,Anne Arundel,10,259965,0.00,02/12/2023 11:00:35 AM
Baltimore2023-02-12T11:00:35,Baltimore,0,375659,0.00,02/12/2023 11:00:35 AM
Baltimore_City2023-02-12T11:00:35,Baltimore City,4,281513,0.00,02/12/2023 11:00:35 AM
Calvert2023-02-12T11:00:35,Calvert,0,41818,0.00,02/12/2023 11:00:35 AM
Caroline2023-02-12T11:00:35,Caroline,0,16247,0.00,02/12/2023 11:00:35 AM
Frederick2023-02-14T11:00:41,Frederick,1,116320,0.00,02/14/2023 11:00:41 AM
Garrett2023-02-14T11:00:41,Garrett,0,20466,0.00,02/14/2023 11:00:41 AM
Harford2023-02-14T11:00:41,Harford,4,113302,0.00,02/14/2023 11:00:41 AM
Howard2023-02-14T11:00:41,Howard,0,137526,0.00,02/14/2023 11:00:41 AM
Kent2023-02-14T11:00:41,Kent,0,12296,0.00,02/14/2023 11:00:41 AM
Montgomery2023-02-14T11:00:41,Montgomery,33,382984,0.01,02/14/2023 11:00:41 AM
Prince_George's2023-02-14T11:00:41,Prince George's,10,347787,0.00,02/14/2023 11:00:41 AM
Queen_Anne's2023-02-14T11:00:41,Queen Anne's,0,27187,0.00,02/14/2023 11:00:41 AM
Somerset2023-02-14T11:00:41,Somerset,0,11419,0.00,02/14/2023 11:00:41 AM
St._Mary's2023-02-14T11:00:41,St. Mary's,0,55824,0.00,02/14/2023 11:00:41 AM
Talbot2023-02-14T11:00:41,Talbot,16,23605,0.07,02/14/2023 11:00:41 AM
Washington2023-02-14T11:00:41,Washington,1,54074,0.00,02/14/2023 11:00:41 AM
Worcester2023-02-16T06:45:36,Worcester,0,59671,0.00,02/16/2023 06:45:36 AM
Carroll2023-02-12T11:00:35,Carroll,0,76219,0.00,02/12/2023 11:00:35 AM
Cecil2023-02-12T11:00:35,Cecil,0,50239,0.00,02/12/2023 11:00:35 AM
Charles2023-02-12T11:00:35,Charles,0,70731,0.00,02/12/2023 11:00:35 AM
Dorchester2023-02-12T11:00:35,Dorchester,0,19789,0.00,02/12/2023 11:00:35 AM
Frederick2023-02-12T11:00:35,Frederick,1,116320,0.00,02/12/2023 11:00:35 AM
Garrett2023-02-12T11:00:35,Garrett,1,20466,0.00,02/12/2023 11:00:35 AM
Harford2023-02-12T11:00:35,Harford,0,113298,0.00,02/12/2023 11:00:35 AM
Howard2023-02-12T11:00:35,Howard,0,137521,0.00,02/12/2023 11:00:35 AM
Kent2023-02-12T11:00:35,Kent,0,12297,0.00,02/12/2023 11:00:35 AM
Montgomery2023-02-12T11:00:35,Montgomery,0,382984,0.00,02/12/2023 11:00:35 AM
Prince_George's2023-02-12T11:00:35,Prince George's,1,347783,0.00,02/12/2023 11:00:35 AM
Allegany2023-02-17T22:15:43,Allegany,0,37532,0.00,02/17/2023 10:15:43 PM
Anne_Arundel2023-02-17T22:15:43,Anne Arundel,102,259960,0.04,02/17/2023 10:15:43 PM
Baltimore2023-02-17T22:15:43,Baltimore,71,375714,0.02,02/17/2023 10:15:43 PM
Baltimore_City2023-02-17T22:15:43,Baltimore City,230,281650,0.08,02/17/2023 10:15:43 PM
Calvert2023-02-17T22:15:43,Calvert,4,41821,0.01,02/17/2023 10:15:43 PM
Caroline2023-02-17T22:15:43,Caroline,0,16189,0.00,02/17/2023 10:15:43 PM
Kent2023-02-20T12:30:33,Kent,0,12299,0.00,02/20/2023 12:30:33 PM
Montgomery2023-02-20T12:30:33,Montgomery,11,382965,0.00,02/20/2023 12:30:33 PM
Prince_George's2023-02-20T12:30:33,Prince George's,30,347801,0.01,02/20/2023 12:30:33 PM
Queen_Anne's2023-02-20T12:30:33,Queen Anne's,4,27199,0.01,02/20/2023 12:30:33 PM
Somerset2023-02-20T12:30:33,Somerset,1,11430,0.01,02/20/2023 12:30:33 PM
St._Mary's2023-02-20T12:30:33,St. Mary's,3,55824,0.01,02/20/2023 12:30:33 PM
Talbot2023-02-20T12:30:33,Talbot,5,23600,0.02,02/20/2023 12:30:33 PM
Washington2023-02-20T12:30:33,Washington,0,54074,0.00,02/20/2023 12:30:33 PM
Wicomico2023-02-20T12:30:33,Wicomico,6,49880,0.01,02/20/2023 12:30:33 PM
Worcester2023-02-20T12:30:33,Worcester,1,59650,0.00,02/20/2023 12:30:33 PM
Allegany2023-02-22T07:15:35,Allegany,1,37531,0.00,02/22/2023 07:15:35 AM
Anne_Arundel2023-02-22T07:15:35,Anne Arundel,4,260006,0.00,02/22/2023 07:15:35 AM
Baltimore2023-02-22T07:15:35,Baltimore,4,375749,0.00,02/22/2023 07:15:35 AM
Baltimore_City2023-02-22T07:15:35,Baltimore City,4,281685,0.00,02/22/2023 07:15:35 AM
Howard2023-02-22T14:15:36,Howard,4,136870,0.00,02/22/2023 02:15:36 PM
Kent2023-02-22T14:15:36,Kent,0,12297,0.00,02/22/2023 02:15:36 PM
Montgomery2023-02-22T14:15:36,Montgomery,4,382961,0.00,02/22/2023 02:15:36 PM
Montgomery2023-02-26T09:00:34,Montgomery,0,382870,0.00,02/26/2023 09:00:34 AM
Prince_George's2023-02-26T09:00:34,Prince George's,0,347865,0.00,02/26/2023 09:00:34 AM
Queen_Anne's2023-02-26T09:00:34,Queen Anne's,0,27211,0.00,02/26/2023 09:00:34 AM
Prince_George's2023-02-22T14:15:36,Prince George's,47,347810,0.01,02/22/2023 02:15:36 PM
Queen_Anne's2023-02-22T14:15:36,Queen Anne's,0,27198,0.00,02/22/2023 02:15:36 PM
Somerset2023-02-22T14:15:36,Somerset,0,11427,0.00,02/22/2023 02:15:36 PM
Wicomico2023-02-14T11:00:41,Wicomico,0,49829,0.00,02/14/2023 11:00:41 AM
Allegany2023-02-16T07:00:35,Allegany,0,37532,0.00,02/16/2023 07:00:35 AM
Anne_Arundel2023-02-16T07:00:35,Anne Arundel,4,259936,0.00,02/16/2023 07:00:35 AM
Baltimore2023-02-16T07:00:35,Baltimore,4,375666,0.00,02/16/2023 07:00:35 AM
Calvert2023-02-22T07:15:35,Calvert,0,41821,0.00,02/22/2023 07:15:35 AM
Caroline2023-02-22T07:15:35,Caroline,0,16245,0.00,02/22/2023 07:15:35 AM
Carroll2023-02-22T07:15:35,Carroll,0,76236,0.00,02/22/2023 07:15:35 AM
St._Mary's2023-02-22T14:15:36,St. Mary's,0,55824,0.00,02/22/2023 02:15:36 PM
Talbot2023-02-22T14:15:36,Talbot,0,23607,0.00,02/22/2023 02:15:36 PM
Washington2023-02-22T14:15:36,Washington,0,54073,0.00,02/22/2023 02:15:36 PM
Wicomico2023-02-22T14:15:36,Wicomico,1,49862,0.00,02/22/2023 02:15:36 PM
Worcester2023-02-22T14:15:36,Worcester,2,59645,0.00,02/22/2023 02:15:36 PM
Somerset2023-02-26T09:00:34,Somerset,0,11440,0.00,02/26/2023 09:00:34 AM
St._Mary's2023-02-26T09:00:34,St. Mary's,2,55803,0.00,02/26/2023 09:00:34 AM
Cecil2023-02-22T07:15:35,Cecil,0,50237,0.00,02/22/2023 07:15:35 AM
Charles2023-02-22T07:15:35,Charles,0,70731,0.00,02/22/2023 07:15:35 AM
Dorchester2023-02-22T07:15:35,Dorchester,0,19783,0.00,02/22/2023 07:15:35 AM
