uid,area,outages,customers,percent_out,dt_stamp
Wicomico2023-02-23T07:15:35,Wicomico,30,49881,0.06,02/23/2023 07:15:35 AM
Worcester2023-02-23T07:15:35,Worcester,0,59676,0.00,02/23/2023 07:15:35 AM
Somerset2023-02-27T09:00:36,Somerset,0,11439,0.00,02/27/2023 09:00:36 AM
St._Mary's2023-02-27T09:00:36,St. Mary's,16,55803,0.03,02/27/2023 09:00:36 AM
Talbot2023-02-27T09:00:36,Talbot,1,23602,0.00,02/27/2023 09:00:36 AM
Washington2023-02-27T09:00:36,Washington,0,54073,0.00,02/27/2023 09:00:36 AM
Wicomico2023-02-27T09:00:36,Wicomico,2,49917,0.00,02/27/2023 09:00:36 AM
Worcester2023-02-27T09:00:36,Worcester,0,59677,0.00,02/27/2023 09:00:36 AM
Anne_Arundel2023-03-01T03:15:35,Anne Arundel,0,260075,0.00,03/01/2023 03:15:35 AM
Baltimore2023-03-01T03:15:35,Baltimore,4,375986,0.00,03/01/2023 03:15:35 AM
Baltimore_City2023-03-01T03:15:35,Baltimore City,5,282115,0.00,03/01/2023 03:15:35 AM
Calvert2023-03-01T03:15:35,Calvert,0,41831,0.00,03/01/2023 03:15:35 AM
Caroline2023-03-01T03:15:35,Caroline,0,16238,0.00,03/01/2023 03:15:35 AM
Carroll2023-03-01T03:15:35,Carroll,0,76254,0.00,03/01/2023 03:15:35 AM
Prince_George's2023-02-11T02:15:35,Prince George's,0,347787,0.00,02/11/2023 02:15:35 AM
Queen_Anne's2023-02-11T02:15:35,Queen Anne's,0,27187,0.00,02/11/2023 02:15:35 AM
Somerset2023-02-11T02:15:35,Somerset,0,11418,0.00,02/11/2023 02:15:35 AM
St._Mary's2023-02-11T02:15:35,St. Mary's,0,55856,0.00,02/11/2023 02:15:35 AM
Talbot2023-02-11T02:15:35,Talbot,0,23595,0.00,02/11/2023 02:15:35 AM
Washington2023-02-11T02:15:35,Washington,0,54074,0.00,02/11/2023 02:15:35 AM
Wicomico2023-02-11T02:15:35,Wicomico,0,49822,0.00,02/11/2023 02:15:35 AM
Cecil2023-03-01T03:15:35,Cecil,0,50232,0.00,03/01/2023 03:15:35 AM
Worcester2023-02-11T02:15:35,Worcester,0,59661,0.00,02/11/2023 02:15:35 AM
St._Mary's2023-02-12T21:30:35,St. Mary's,0,55824,0.00,02/12/2023 09:30:35 PM
Talbot2023-02-12T21:30:35,Talbot,0,23608,0.00,02/12/2023 09:30:35 PM
Charles2023-03-01T03:15:35,Charles,0,70724,0.00,03/01/2023 03:15:35 AM
Dorchester2023-03-01T03:15:35,Dorchester,0,19765,0.00,03/01/2023 03:15:35 AM
Frederick2023-03-01T03:15:35,Frederick,0,116399,0.00,03/01/2023 03:15:35 AM
Washington2023-02-12T21:30:35,Washington,0,54074,0.00,02/12/2023 09:30:35 PM
Wicomico2023-02-12T21:30:35,Wicomico,2,49832,0.00,02/12/2023 09:30:35 PM
Worcester2023-02-12T21:30:35,Worcester,0,59673,0.00,02/12/2023 09:30:35 PM
Allegany2023-02-14T05:30:34,Allegany,0,37533,0.00,02/14/2023 05:30:34 AM
Harford2023-02-24T13:00:38,Harford,11,113318,0.01,02/24/2023 01:00:38 PM
Howard2023-02-24T13:00:38,Howard,0,136887,0.00,02/24/2023 01:00:38 PM
Kent2023-02-24T13:00:38,Kent,0,12303,0.00,02/24/2023 01:00:38 PM
Garrett2023-03-01T03:15:35,Garrett,0,20466,0.00,03/01/2023 03:15:35 AM
Harford2023-03-01T03:15:35,Harford,0,113328,0.00,03/01/2023 03:15:35 AM
Howard2023-03-01T03:15:35,Howard,4,136915,0.00,03/01/2023 03:15:35 AM
Kent2023-03-01T03:15:35,Kent,0,12295,0.00,03/01/2023 03:15:35 AM
Montgomery2023-03-01T03:15:35,Montgomery,0,382862,0.00,03/01/2023 03:15:35 AM
Prince_George's2023-03-01T03:15:35,Prince George's,0,347876,0.00,03/01/2023 03:15:35 AM
Queen_Anne's2023-03-01T03:15:35,Queen Anne's,0,27207,0.00,03/01/2023 03:15:35 AM
Somerset2023-03-01T03:15:35,Somerset,0,11427,0.00,03/01/2023 03:15:35 AM
St._Mary's2023-03-01T03:15:35,St. Mary's,0,55803,0.00,03/01/2023 03:15:35 AM
Talbot2023-03-01T03:15:35,Talbot,0,23594,0.00,03/01/2023 03:15:35 AM
Washington2023-03-01T03:15:35,Washington,0,54073,0.00,03/01/2023 03:15:35 AM
Wicomico2023-03-01T03:15:35,Wicomico,0,49893,0.00,03/01/2023 03:15:35 AM
Worcester2023-03-01T03:15:35,Worcester,0,59672,0.00,03/01/2023 03:15:35 AM
Anne_Arundel2023-02-14T05:30:34,Anne Arundel,4,259981,0.00,02/14/2023 05:30:34 AM
Baltimore2023-02-14T05:30:34,Baltimore,4,375675,0.00,02/14/2023 05:30:34 AM
Baltimore_City2023-02-14T05:30:34,Baltimore City,0,281477,0.00,02/14/2023 05:30:34 AM
Montgomery2023-02-24T13:00:38,Montgomery,4,382945,0.00,02/24/2023 01:00:38 PM
Prince_George's2023-02-24T13:00:38,Prince George's,20,347824,0.01,02/24/2023 01:00:38 PM
Allegany2023-02-23T07:30:34,Allegany,0,37530,0.00,02/23/2023 07:30:34 AM
Anne_Arundel2023-02-23T07:30:34,Anne Arundel,0,260021,0.00,02/23/2023 07:30:34 AM
Baltimore2023-02-23T07:30:34,Baltimore,0,375794,0.00,02/23/2023 07:30:34 AM
Baltimore_City2023-02-23T07:30:34,Baltimore City,4,281826,0.00,02/23/2023 07:30:34 AM
Cecil2023-02-25T07:15:34,Cecil,0,50245,0.00,02/25/2023 07:15:34 AM
Charles2023-02-25T07:15:34,Charles,0,70731,0.00,02/25/2023 07:15:34 AM
Dorchester2023-02-25T07:15:34,Dorchester,0,19780,0.00,02/25/2023 07:15:34 AM
Frederick2023-02-25T07:15:34,Frederick,0,116399,0.00,02/25/2023 07:15:34 AM
Allegany2023-02-27T09:15:36,Allegany,13,37530,0.03,02/27/2023 09:15:36 AM
Anne_Arundel2023-02-27T09:15:36,Anne Arundel,0,260041,0.00,02/27/2023 09:15:36 AM
Allegany2023-03-01T03:30:35,Allegany,0,37530,0.00,03/01/2023 03:30:35 AM
Anne_Arundel2023-03-01T03:30:35,Anne Arundel,0,260075,0.00,03/01/2023 03:30:35 AM
Baltimore2023-03-01T03:30:35,Baltimore,4,375986,0.00,03/01/2023 03:30:35 AM
Calvert2023-02-23T07:30:34,Calvert,0,41821,0.00,02/23/2023 07:30:34 AM
Baltimore_City2023-03-01T03:30:35,Baltimore City,5,282115,0.00,03/01/2023 03:30:35 AM
Calvert2023-03-01T03:30:35,Calvert,0,41831,0.00,03/01/2023 03:30:35 AM
Caroline2023-03-01T03:30:35,Caroline,0,16238,0.00,03/01/2023 03:30:35 AM
Carroll2023-03-01T03:30:35,Carroll,0,76254,0.00,03/01/2023 03:30:35 AM
Cecil2023-03-01T03:30:35,Cecil,0,50232,0.00,03/01/2023 03:30:35 AM
Charles2023-03-01T03:30:35,Charles,0,70724,0.00,03/01/2023 03:30:35 AM
Caroline2023-02-23T07:30:34,Caroline,0,16245,0.00,02/23/2023 07:30:34 AM
Carroll2023-02-23T07:30:34,Carroll,0,76242,0.00,02/23/2023 07:30:34 AM
Baltimore2023-02-27T09:15:36,Baltimore,0,375914,0.00,02/27/2023 09:15:36 AM
Baltimore_City2023-02-27T09:15:36,Baltimore City,4,281984,0.00,02/27/2023 09:15:36 AM
Calvert2023-02-27T09:15:36,Calvert,1,41830,0.00,02/27/2023 09:15:36 AM
Caroline2023-02-27T09:15:36,Caroline,4,16239,0.02,02/27/2023 09:15:36 AM
Dorchester2023-03-01T03:30:35,Dorchester,0,19765,0.00,03/01/2023 03:30:35 AM
Frederick2023-03-01T03:30:35,Frederick,0,116399,0.00,03/01/2023 03:30:35 AM
Garrett2023-03-01T03:30:35,Garrett,0,20466,0.00,03/01/2023 03:30:35 AM
Allegany2023-03-03T11:45:36,Allegany,0,37530,0.00,03/03/2023 11:45:36 AM
Anne_Arundel2023-03-03T11:45:36,Anne Arundel,0,260110,0.00,03/03/2023 11:45:36 AM
Baltimore2023-03-03T11:45:36,Baltimore,0,376088,0.00,03/03/2023 11:45:36 AM
Baltimore_City2023-03-03T11:45:36,Baltimore City,4,282240,0.00,03/03/2023 11:45:36 AM
Calvert2023-03-03T11:45:36,Calvert,33,41828,0.08,03/03/2023 11:45:36 AM
Caroline2023-03-03T11:45:36,Caroline,0,16238,0.00,03/03/2023 11:45:36 AM
Allegany2023-02-11T02:30:33,Allegany,0,37525,0.00,02/11/2023 02:30:33 AM
Anne_Arundel2023-02-11T02:30:33,Anne Arundel,0,259942,0.00,02/11/2023 02:30:33 AM
Baltimore2023-02-11T02:30:33,Baltimore,0,375648,0.00,02/11/2023 02:30:33 AM
Baltimore_City2023-02-11T02:30:33,Baltimore City,4,281496,0.00,02/11/2023 02:30:33 AM
Calvert2023-02-11T02:30:33,Calvert,0,41845,0.00,02/11/2023 02:30:33 AM
Caroline2023-02-11T02:30:33,Caroline,0,16236,0.00,02/11/2023 02:30:33 AM
Carroll2023-02-27T09:15:36,Carroll,4,76246,0.01,02/27/2023 09:15:36 AM
Cecil2023-02-27T09:15:36,Cecil,0,50238,0.00,02/27/2023 09:15:36 AM
Charles2023-02-27T09:15:36,Charles,15,70724,0.02,02/27/2023 09:15:36 AM
Dorchester2023-02-27T09:15:36,Dorchester,0,19781,0.00,02/27/2023 09:15:36 AM
Harford2023-03-01T03:30:35,Harford,0,113328,0.00,03/01/2023 03:30:35 AM
Carroll2023-03-03T11:45:36,Carroll,0,76262,0.00,03/03/2023 11:45:36 AM
Cecil2023-03-03T11:45:36,Cecil,7,50251,0.01,03/03/2023 11:45:36 AM
Charles2023-03-03T11:45:36,Charles,0,70724,0.00,03/03/2023 11:45:36 AM
Dorchester2023-03-03T11:45:36,Dorchester,63,19773,0.32,03/03/2023 11:45:36 AM
Frederick2023-03-03T11:45:36,Frederick,0,116375,0.00,03/03/2023 11:45:36 AM
Carroll2023-02-11T02:30:33,Carroll,0,76218,0.00,02/11/2023 02:30:33 AM
Cecil2023-02-11T02:30:33,Cecil,0,50239,0.00,02/11/2023 02:30:33 AM
Charles2023-02-11T02:30:33,Charles,0,70753,0.00,02/11/2023 02:30:33 AM
Dorchester2023-02-11T02:30:33,Dorchester,0,19785,0.00,02/11/2023 02:30:33 AM
Frederick2023-02-11T02:30:33,Frederick,0,116320,0.00,02/11/2023 02:30:33 AM
Garrett2023-02-11T02:30:33,Garrett,0,20454,0.00,02/11/2023 02:30:33 AM
Harford2023-02-11T02:30:33,Harford,0,113296,0.00,02/11/2023 02:30:33 AM
Howard2023-02-11T02:30:33,Howard,0,137520,0.00,02/11/2023 02:30:33 AM
Kent2023-02-11T02:30:33,Kent,0,12292,0.00,02/11/2023 02:30:33 AM
Montgomery2023-02-11T02:30:33,Montgomery,0,382983,0.00,02/11/2023 02:30:33 AM
Prince_George's2023-02-11T02:30:33,Prince George's,0,347787,0.00,02/11/2023 02:30:33 AM
Frederick2023-02-27T09:15:36,Frederick,0,116399,0.00,02/27/2023 09:15:36 AM
Garrett2023-02-27T09:15:36,Garrett,0,20466,0.00,02/27/2023 09:15:36 AM
Harford2023-02-27T09:15:36,Harford,0,113318,0.00,02/27/2023 09:15:36 AM
Howard2023-02-27T09:15:36,Howard,0,136896,0.00,02/27/2023 09:15:36 AM
Kent2023-02-27T09:15:36,Kent,0,12298,0.00,02/27/2023 09:15:36 AM
Montgomery2023-02-27T09:15:36,Montgomery,4,382897,0.00,02/27/2023 09:15:36 AM
Prince_George's2023-02-27T09:15:36,Prince George's,13,347909,0.00,02/27/2023 09:15:36 AM
Queen_Anne's2023-02-27T09:15:36,Queen Anne's,0,27213,0.00,02/27/2023 09:15:36 AM
Somerset2023-02-27T09:15:36,Somerset,0,11439,0.00,02/27/2023 09:15:36 AM
St._Mary's2023-02-27T09:15:36,St. Mary's,16,55803,0.03,02/27/2023 09:15:36 AM
Talbot2023-02-27T09:15:36,Talbot,1,23602,0.00,02/27/2023 09:15:36 AM
Washington2023-02-27T09:15:36,Washington,0,54073,0.00,02/27/2023 09:15:36 AM
Wicomico2023-02-27T09:15:36,Wicomico,2,49917,0.00,02/27/2023 09:15:36 AM
Howard2023-03-01T03:30:35,Howard,4,136915,0.00,03/01/2023 03:30:35 AM
Kent2023-03-01T03:30:35,Kent,0,12295,0.00,03/01/2023 03:30:35 AM
Montgomery2023-03-01T03:30:35,Montgomery,0,382862,0.00,03/01/2023 03:30:35 AM
Prince_George's2023-03-01T03:30:35,Prince George's,0,347876,0.00,03/01/2023 03:30:35 AM
Allegany2023-02-12T21:45:40,Allegany,0,37525,0.00,02/12/2023 09:45:40 PM
Anne_Arundel2023-02-12T21:45:40,Anne Arundel,5,259965,0.00,02/12/2023 09:45:40 PM
Baltimore2023-02-12T21:45:40,Baltimore,0,375659,0.00,02/12/2023 09:45:40 PM
Baltimore_City2023-02-12T21:45:40,Baltimore City,0,281513,0.00,02/12/2023 09:45:40 PM
Calvert2023-02-12T21:45:40,Calvert,0,41818,0.00,02/12/2023 09:45:40 PM
Caroline2023-02-12T21:45:40,Caroline,0,16247,0.00,02/12/2023 09:45:40 PM
Carroll2023-02-12T21:45:40,Carroll,4,76219,0.01,02/12/2023 09:45:40 PM
Cecil2023-02-12T21:45:40,Cecil,0,50239,0.00,02/12/2023 09:45:40 PM
Charles2023-02-12T21:45:40,Charles,1,70731,0.00,02/12/2023 09:45:40 PM
Dorchester2023-02-12T21:45:40,Dorchester,4,19789,0.02,02/12/2023 09:45:40 PM
Frederick2023-02-12T21:45:40,Frederick,0,116320,0.00,02/12/2023 09:45:40 PM
Garrett2023-02-12T21:45:40,Garrett,0,20466,0.00,02/12/2023 09:45:40 PM
Harford2023-02-12T21:45:40,Harford,18,113298,0.02,02/12/2023 09:45:40 PM
Talbot2023-02-15T09:15:34,Talbot,0,23608,0.00,02/15/2023 09:15:34 AM
Washington2023-02-15T09:15:34,Washington,0,54074,0.00,02/15/2023 09:15:34 AM
Wicomico2023-02-15T09:15:34,Wicomico,4,49824,0.01,02/15/2023 09:15:34 AM
Worcester2023-02-15T09:15:34,Worcester,0,59673,0.00,02/15/2023 09:15:34 AM
Queen_Anne's2023-03-01T03:30:35,Queen Anne's,0,27207,0.00,03/01/2023 03:30:35 AM
Somerset2023-03-01T03:30:35,Somerset,0,11427,0.00,03/01/2023 03:30:35 AM
Cecil2023-02-23T07:30:34,Cecil,0,50236,0.00,02/23/2023 07:30:34 AM
St._Mary's2023-03-01T03:30:35,St. Mary's,0,55803,0.00,03/01/2023 03:30:35 AM
Talbot2023-03-01T03:30:35,Talbot,0,23594,0.00,03/01/2023 03:30:35 AM
Washington2023-03-01T03:30:35,Washington,0,54073,0.00,03/01/2023 03:30:35 AM
Wicomico2023-03-01T03:30:35,Wicomico,0,49893,0.00,03/01/2023 03:30:35 AM
Anne_Arundel2023-02-16T20:30:38,Anne Arundel,4,259936,0.00,02/16/2023 08:30:38 PM
Baltimore2023-02-16T20:30:38,Baltimore,6,375666,0.00,02/16/2023 08:30:38 PM
Charles2023-02-23T07:30:34,Charles,0,70731,0.00,02/23/2023 07:30:34 AM
Baltimore_City2023-02-16T20:30:38,Baltimore City,4,281679,0.00,02/16/2023 08:30:38 PM
Dorchester2023-02-23T07:30:34,Dorchester,1,19782,0.01,02/23/2023 07:30:34 AM
Frederick2023-02-23T07:30:34,Frederick,0,116399,0.00,02/23/2023 07:30:34 AM
Garrett2023-02-23T07:30:34,Garrett,0,20466,0.00,02/23/2023 07:30:34 AM
Harford2023-02-23T07:30:34,Harford,0,113312,0.00,02/23/2023 07:30:34 AM
Howard2023-02-23T07:30:34,Howard,0,136883,0.00,02/23/2023 07:30:34 AM
Kent2023-02-23T07:30:34,Kent,0,12299,0.00,02/23/2023 07:30:34 AM
Montgomery2023-02-23T07:30:34,Montgomery,0,382961,0.00,02/23/2023 07:30:34 AM
Worcester2023-03-01T03:30:35,Worcester,4,59672,0.01,03/01/2023 03:30:35 AM
Cecil2023-03-02T10:45:37,Cecil,10,50233,0.02,03/02/2023 10:45:37 AM
Charles2023-03-02T10:45:37,Charles,0,70724,0.00,03/02/2023 10:45:37 AM
Dorchester2023-03-02T10:45:37,Dorchester,68,19775,0.34,03/02/2023 10:45:37 AM
Frederick2023-03-02T10:45:37,Frederick,158,116375,0.14,03/02/2023 10:45:37 AM
Garrett2023-03-02T10:45:37,Garrett,0,20464,0.00,03/02/2023 10:45:37 AM
Harford2023-03-02T10:45:37,Harford,403,113327,0.36,03/02/2023 10:45:37 AM
Howard2023-03-02T10:45:37,Howard,0,136933,0.00,03/02/2023 10:45:37 AM
Kent2023-03-02T10:45:37,Kent,0,12297,0.00,03/02/2023 10:45:37 AM
Montgomery2023-03-02T10:45:37,Montgomery,19,382897,0.00,03/02/2023 10:45:37 AM
Prince_George's2023-02-23T07:30:34,Prince George's,4,347816,0.00,02/23/2023 07:30:34 AM
Queen_Anne's2023-02-23T07:30:34,Queen Anne's,0,27199,0.00,02/23/2023 07:30:34 AM
Somerset2023-02-23T07:30:34,Somerset,0,11435,0.00,02/23/2023 07:30:34 AM
St._Mary's2023-02-23T07:30:34,St. Mary's,0,55824,0.00,02/23/2023 07:30:34 AM
Talbot2023-02-23T07:30:34,Talbot,2,23609,0.01,02/23/2023 07:30:34 AM
Washington2023-02-23T07:30:34,Washington,0,54073,0.00,02/23/2023 07:30:34 AM
Wicomico2023-02-23T07:30:34,Wicomico,30,49881,0.06,02/23/2023 07:30:34 AM
Worcester2023-02-23T07:30:34,Worcester,0,59676,0.00,02/23/2023 07:30:34 AM
Garrett2023-02-25T07:15:34,Garrett,0,20466,0.00,02/25/2023 07:15:34 AM
Harford2023-02-25T07:15:34,Harford,0,113318,0.00,02/25/2023 07:15:34 AM
Howard2023-02-25T07:15:34,Howard,0,136886,0.00,02/25/2023 07:15:34 AM
Allegany2023-03-01T03:45:35,Allegany,0,37530,0.00,03/01/2023 03:45:35 AM
Queen_Anne's2023-02-24T13:00:38,Queen Anne's,4,27195,0.01,02/24/2023 01:00:38 PM
Somerset2023-02-24T13:00:38,Somerset,0,11430,0.00,02/24/2023 01:00:38 PM
St._Mary's2023-02-24T13:00:38,St. Mary's,50,55824,0.09,02/24/2023 01:00:38 PM
Talbot2023-02-24T13:00:38,Talbot,0,23603,0.00,02/24/2023 01:00:38 PM
Washington2023-02-24T13:00:38,Washington,0,54073,0.00,02/24/2023 01:00:38 PM
Wicomico2023-02-24T13:00:38,Wicomico,4,49877,0.01,02/24/2023 01:00:38 PM
Worcester2023-02-24T13:00:38,Worcester,4,59656,0.01,02/24/2023 01:00:38 PM
Kent2023-02-25T07:15:34,Kent,0,12301,0.00,02/25/2023 07:15:34 AM
Montgomery2023-02-25T07:15:34,Montgomery,4,382890,0.00,02/25/2023 07:15:34 AM
Prince_George's2023-02-25T07:15:34,Prince George's,8,347828,0.00,02/25/2023 07:15:34 AM
Queen_Anne's2023-02-25T07:15:34,Queen Anne's,0,27215,0.00,02/25/2023 07:15:34 AM
Somerset2023-02-25T07:15:34,Somerset,0,11441,0.00,02/25/2023 07:15:34 AM
St._Mary's2023-02-25T07:15:34,St. Mary's,0,55824,0.00,02/25/2023 07:15:34 AM
Talbot2023-02-25T07:15:34,Talbot,0,23602,0.00,02/25/2023 07:15:34 AM
Washington2023-02-25T07:15:34,Washington,0,54073,0.00,02/25/2023 07:15:34 AM
Wicomico2023-02-25T07:15:34,Wicomico,0,49914,0.00,02/25/2023 07:15:34 AM
Worcester2023-02-25T07:15:34,Worcester,1,59684,0.00,02/25/2023 07:15:34 AM
Worcester2023-02-27T09:15:36,Worcester,0,59676,0.00,02/27/2023 09:15:36 AM
Allegany2023-02-27T09:30:35,Allegany,13,37530,0.03,02/27/2023 09:30:35 AM
Garrett2023-03-03T11:45:36,Garrett,1,20466,0.00,03/03/2023 11:45:36 AM
Harford2023-03-03T11:45:36,Harford,0,113329,0.00,03/03/2023 11:45:36 AM
Howard2023-03-03T11:45:36,Howard,0,136953,0.00,03/03/2023 11:45:36 AM
Kent2023-03-03T11:45:36,Kent,0,12294,0.00,03/03/2023 11:45:36 AM
Montgomery2023-03-03T11:45:36,Montgomery,4,382947,0.00,03/03/2023 11:45:36 AM
Queen_Anne's2023-02-11T02:30:33,Queen Anne's,0,27187,0.00,02/11/2023 02:30:33 AM
Somerset2023-02-11T02:30:33,Somerset,0,11418,0.00,02/11/2023 02:30:33 AM
St._Mary's2023-02-11T02:30:33,St. Mary's,0,55856,0.00,02/11/2023 02:30:33 AM
Talbot2023-02-11T02:30:33,Talbot,0,23595,0.00,02/11/2023 02:30:33 AM
Washington2023-02-11T02:30:33,Washington,0,54074,0.00,02/11/2023 02:30:33 AM
Wicomico2023-02-11T02:30:33,Wicomico,0,49822,0.00,02/11/2023 02:30:33 AM
Worcester2023-02-11T02:30:33,Worcester,0,59661,0.00,02/11/2023 02:30:33 AM
Howard2023-02-12T21:45:40,Howard,0,137521,0.00,02/12/2023 09:45:40 PM
Kent2023-02-12T21:45:40,Kent,0,12297,0.00,02/12/2023 09:45:40 PM
Montgomery2023-02-12T21:45:40,Montgomery,0,382984,0.00,02/12/2023 09:45:40 PM
Prince_George's2023-02-12T21:45:40,Prince George's,0,347783,0.00,02/12/2023 09:45:40 PM
Queen_Anne's2023-02-12T21:45:40,Queen Anne's,0,27188,0.00,02/12/2023 09:45:40 PM
Somerset2023-02-12T21:45:40,Somerset,0,11426,0.00,02/12/2023 09:45:40 PM
St._Mary's2023-02-12T21:45:40,St. Mary's,0,55824,0.00,02/12/2023 09:45:40 PM
Talbot2023-02-12T21:45:40,Talbot,0,23608,0.00,02/12/2023 09:45:40 PM
Washington2023-02-12T21:45:40,Washington,0,54074,0.00,02/12/2023 09:45:40 PM
Wicomico2023-02-12T21:45:40,Wicomico,2,49832,0.00,02/12/2023 09:45:40 PM
Anne_Arundel2023-02-27T09:30:35,Anne Arundel,0,260041,0.00,02/27/2023 09:30:35 AM
Baltimore2023-02-27T09:30:35,Baltimore,12,375914,0.00,02/27/2023 09:30:35 AM
Baltimore_City2023-02-27T09:30:35,Baltimore City,4,281984,0.00,02/27/2023 09:30:35 AM
Calvert2023-02-27T09:30:35,Calvert,1,41830,0.00,02/27/2023 09:30:35 AM
Caroline2023-02-27T09:30:35,Caroline,4,16239,0.02,02/27/2023 09:30:35 AM
Carroll2023-02-27T09:30:35,Carroll,4,76246,0.01,02/27/2023 09:30:35 AM
Cecil2023-02-27T09:30:35,Cecil,0,50238,0.00,02/27/2023 09:30:35 AM
Charles2023-02-27T09:30:35,Charles,15,70724,0.02,02/27/2023 09:30:35 AM
Dorchester2023-02-27T09:30:35,Dorchester,0,19781,0.00,02/27/2023 09:30:35 AM
Allegany2023-02-23T07:45:36,Allegany,0,37530,0.00,02/23/2023 07:45:36 AM
Frederick2023-02-27T09:30:35,Frederick,31,116399,0.03,02/27/2023 09:30:35 AM
Prince_George's2023-03-03T11:45:36,Prince George's,156,347918,0.04,03/03/2023 11:45:36 AM
Queen_Anne's2023-03-03T11:45:36,Queen Anne's,4,27212,0.01,03/03/2023 11:45:36 AM
Somerset2023-03-03T11:45:36,Somerset,0,11432,0.00,03/03/2023 11:45:36 AM
St._Mary's2023-03-03T11:45:36,St. Mary's,2,55803,0.00,03/03/2023 11:45:36 AM
Anne_Arundel2023-02-23T07:45:36,Anne Arundel,0,260021,0.00,02/23/2023 07:45:36 AM
Baltimore2023-02-23T07:45:36,Baltimore,0,375794,0.00,02/23/2023 07:45:36 AM
Baltimore_City2023-02-23T07:45:36,Baltimore City,4,281826,0.00,02/23/2023 07:45:36 AM
Calvert2023-02-23T07:45:36,Calvert,0,41821,0.00,02/23/2023 07:45:36 AM
Allegany2023-02-25T07:30:35,Allegany,0,37530,0.00,02/25/2023 07:30:35 AM
Anne_Arundel2023-02-25T07:30:35,Anne Arundel,0,260030,0.00,02/25/2023 07:30:35 AM
Baltimore2023-02-25T07:30:35,Baltimore,4,375835,0.00,02/25/2023 07:30:35 AM
Baltimore_City2023-02-25T07:30:35,Baltimore City,4,281955,0.00,02/25/2023 07:30:35 AM
Calvert2023-02-25T07:30:35,Calvert,1,41823,0.00,02/25/2023 07:30:35 AM
Caroline2023-02-25T07:30:35,Caroline,0,16244,0.00,02/25/2023 07:30:35 AM
Carroll2023-02-25T07:30:35,Carroll,0,76245,0.00,02/25/2023 07:30:35 AM
Cecil2023-02-25T07:30:35,Cecil,0,50245,0.00,02/25/2023 07:30:35 AM
Garrett2023-02-27T09:30:35,Garrett,0,20466,0.00,02/27/2023 09:30:35 AM
Harford2023-02-27T09:30:35,Harford,0,113318,0.00,02/27/2023 09:30:35 AM
Howard2023-02-27T09:30:35,Howard,0,136896,0.00,02/27/2023 09:30:35 AM
Kent2023-02-27T09:30:35,Kent,0,12298,0.00,02/27/2023 09:30:35 AM
Montgomery2023-02-27T09:30:35,Montgomery,4,382897,0.00,02/27/2023 09:30:35 AM
Prince_George's2023-02-27T09:30:35,Prince George's,13,347909,0.00,02/27/2023 09:30:35 AM
Queen_Anne's2023-02-27T09:30:35,Queen Anne's,0,27213,0.00,02/27/2023 09:30:35 AM
Somerset2023-02-27T09:30:35,Somerset,0,11439,0.00,02/27/2023 09:30:35 AM
St._Mary's2023-02-27T09:30:35,St. Mary's,16,55803,0.03,02/27/2023 09:30:35 AM
Talbot2023-02-27T09:30:35,Talbot,1,23602,0.00,02/27/2023 09:30:35 AM
Washington2023-02-27T09:30:35,Washington,0,54073,0.00,02/27/2023 09:30:35 AM
Wicomico2023-02-27T09:30:35,Wicomico,6,49917,0.01,02/27/2023 09:30:35 AM
Worcester2023-02-27T09:30:35,Worcester,0,59676,0.00,02/27/2023 09:30:35 AM
Anne_Arundel2023-03-01T03:45:35,Anne Arundel,0,260075,0.00,03/01/2023 03:45:35 AM
Baltimore2023-03-01T03:45:35,Baltimore,4,375986,0.00,03/01/2023 03:45:35 AM
Baltimore_City2023-03-01T03:45:35,Baltimore City,5,282115,0.00,03/01/2023 03:45:35 AM
Calvert2023-03-01T03:45:35,Calvert,0,41831,0.00,03/01/2023 03:45:35 AM
Caroline2023-03-01T03:45:35,Caroline,0,16238,0.00,03/01/2023 03:45:35 AM
Carroll2023-03-01T03:45:35,Carroll,0,76254,0.00,03/01/2023 03:45:35 AM
Cecil2023-03-01T03:45:35,Cecil,0,50232,0.00,03/01/2023 03:45:35 AM
Charles2023-03-01T03:45:35,Charles,0,70724,0.00,03/01/2023 03:45:35 AM
Dorchester2023-03-01T03:45:35,Dorchester,0,19765,0.00,03/01/2023 03:45:35 AM
Frederick2023-03-01T03:45:35,Frederick,0,116399,0.00,03/01/2023 03:45:35 AM
Garrett2023-03-01T03:45:35,Garrett,0,20466,0.00,03/01/2023 03:45:35 AM
Harford2023-03-01T03:45:35,Harford,0,113328,0.00,03/01/2023 03:45:35 AM
Howard2023-03-01T03:45:35,Howard,4,136915,0.00,03/01/2023 03:45:35 AM
Kent2023-03-01T03:45:35,Kent,0,12295,0.00,03/01/2023 03:45:35 AM
Montgomery2023-03-01T03:45:35,Montgomery,0,382862,0.00,03/01/2023 03:45:35 AM
Prince_George's2023-03-01T03:45:35,Prince George's,0,347876,0.00,03/01/2023 03:45:35 AM
Queen_Anne's2023-03-01T03:45:35,Queen Anne's,0,27207,0.00,03/01/2023 03:45:35 AM
Somerset2023-03-01T03:45:35,Somerset,0,11427,0.00,03/01/2023 03:45:35 AM
St._Mary's2023-03-01T03:45:35,St. Mary's,0,55803,0.00,03/01/2023 03:45:35 AM
Talbot2023-03-01T03:45:35,Talbot,0,23594,0.00,03/01/2023 03:45:35 AM
